# Program:featureCounts v2.0.1; Command:"/home/kabil/.anaconda3/envs/binf/bin/featureCounts" "-p" "-a" "/mnt/h/data/refseq/NC_001133.9_genomic.gtf.gz" "-o" "feature_counts.txt" "/mnt/h/data/samfiles/SRR1302790.sam" "/mnt/h/data/samfiles/SRR1302792.sam" "-O" "-T" "12" "--tmpDir" "/mnt/h/tmp/" "-t" "exon" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	/mnt/h/data/samfiles/SRR1302790.sam	/mnt/h/data/samfiles/SRR1302792.sam
YNCG0007C	NC_001139.9	185714	185786	-	73	788	1735
YGL169W	NC_001139.9	186059	187339	+	1281	270	1545
YGL168W	NC_001139.9	187464	187796	+	333	686	1157
YGL167C	NC_001139.9	187616	190468	-	2853	1488	5414
YGL166W	NC_001139.9	191129	191806	+	678	663	3523
YGL164C	NC_001139.9	191978	193300	-	1323	323	1566
YGL163C	NC_001139.9	193707	196403	-	2697	477	3093
YGL162W	NC_001139.9	198138	199037	+	900	64	908
YGL161C	NC_001139.9	199210	200142	-	933	1808	4186
YGL160W	NC_001139.9	200561	202273	+	1713	247	1210
YGL159W	NC_001139.9	202721	203833	+	1113	493	1975
YNCG0008W	NC_001139.9;NC_001139.9	205521;205591	205558;205634	+;+	82	6859	17539
YGL158W	NC_001139.9	207033	208571	+	1539	26	151
YGL157W	NC_001139.9	209006	210049	+	1044	606	3333
YGL156W	NC_001139.9	210416	213667	+	3252	202	2429
YGL155W	NC_001139.9	214081	215211	+	1131	580	2994
YGL154C	NC_001139.9	215278	216096	-	819	209	676
YGL153W	NC_001139.9	216273	217298	+	1026	373	1195
YGL151W	NC_001139.9	217524	220922	+	3399	1193	4232
YGL150C	NC_001139.9	221104	225573	-	4470	1432	5206
YGL149W	NC_001139.9	225572	225877	+	306	12	90
YGL148W	NC_001139.9	226399	227529	+	1131	9599	15971
YGL147C	NC_001139.9	227754	228329	-	576	48216	96625
YGL146C	NC_001139.9	228751	229686	-	936	100	242
YGL145W	NC_001139.9	230243	232348	+	2106	584	2703
YGL144C	NC_001139.9	232450	234507	-	2058	333	1586
YGL143C	NC_001139.9	234717	235958	-	1242	248	976
YGL142C	NC_001139.9	236269	238119	-	1851	376	1415
YGL141W	NC_001139.9	238353	241085	+	2733	675	2820
YGL140C	NC_001139.9	241353	245012	-	3660	1971	9320
YGL139W	NC_001139.9	245716	248124	+	2409	1386	4563
YGL138C	NC_001139.9	248494	249531	-	1038	2	15
YGL137W	NC_001139.9;NC_001139.9	249869;250087	249886;252738	+;+	2670	13180	18957
YGL136C	NC_001139.9	252897	253859	-	963	305	1239
YGL135W	NC_001139.9	254641	255294	+	654	56620	111915
YGL134W	NC_001139.9	255663	256964	+	1302	475	2365
YGL133W	NC_001139.9	257707	261501	+	3795	911	5718
YGL131C	NC_001139.9	261648	265859	-	4212	583	3152
YGL130W	NC_001139.9	266145	267524	+	1380	734	4153
YGL129C	NC_001139.9	267723	269075	-	1353	348	1679
YGL128C	NC_001139.9	269293	270144	-	852	33	281
YGL127C	NC_001139.9	270392	270775	-	384	39	193
YGL126W	NC_001139.9	270997	272139	+	1143	2177	4395
YGL125W	NC_001139.9	272520	274322	+	1803	304	2707
YGL124C	NC_001139.9	274780	276714	-	1935	615	2854
YGL123W	NC_001139.9	277617	278381	+	765	85929	156050
YGL122C	NC_001139.9	278946	280523	-	1578	422	6089
YGL121C	NC_001139.9	280777	281157	-	381	33	776
YGL120C	NC_001139.9	281634	283937	-	2304	1346	8199
YGL119W	NC_001139.9	284442	285947	+	1506	657	2567
YNCG0009C	NC_001139.9;NC_001139.9	287350;287420	287385;287455	-;-	72	2282	3146
YGL118C	NC_001139.9	288014	288451	-	438	5	19
YGL117W	NC_001139.9	288512	289309	+	798	149	883
YGL116W	NC_001139.9	289809	291641	+	1833	587	3786
YGL115W	NC_001139.9	292033	293001	+	969	1612	3321
YGL114W	NC_001139.9	293460	295637	+	2178	1761	7495
YGL113W	NC_001139.9	295932	297938	+	2007	160	886
YGL112C	NC_001139.9	298178	299728	-	1551	1601	5836
YGL111W	NC_001139.9	299978	301369	+	1392	1497	7171
YGL110C	NC_001139.9	301537	303411	-	1875	511	2176
YGL108C	NC_001139.9	303649	304071	-	423	132	737
YGL107C	NC_001139.9	304333	306273	-	1941	484	1542
YGL106W	NC_001139.9	306560	307009	+	450	925	6521
YGL105W	NC_001139.9	307437	308567	+	1131	4721	18996
YGL104C	NC_001139.9	308713	310173	-	1461	248	1427
YGL103W	NC_001139.9;NC_001139.9	310967;311527	311015;311927	+;+	450	108979	327800
YGL101W	NC_001139.9	312193	312840	+	648	1397	4075
YGL100W	NC_001139.9	313234	314283	+	1050	1942	4133
YGL099W	NC_001139.9	314631	316553	+	1923	888	5860
YNCG0010W	NC_001139.9	316788	317055	+	268	7277	43682
YGL098W	NC_001139.9	317342	318079	+	738	518	1983
YNCG0011W	NC_001139.9	319781	319852	+	72	3555	14030
YGL097W	NC_001139.9	321782	323230	+	1449	3304	6228
YGL096W	NC_001139.9	325331	326161	+	831	37	337
YNCG0012W	NC_001139.9	328583	328654	+	72	17180	41474
YGL095C	NC_001139.9	328874	330607	-	1734	571	2555
YGL094C	NC_001139.9	331118	334465	-	3348	687	3415
YGL093W	NC_001139.9	334886	337639	+	2754	886	2487
YGL092W	NC_001139.9	337906	341859	+	3954	2505	11974
YGL091C	NC_001139.9	342056	343042	-	987	1165	4266
YGL090W	NC_001139.9	343319	344584	+	1266	126	1019
YGL089C	NC_001139.9	344791	345153	-	363	28	294
YGL088W	NC_001139.9	345836	346201	+	366	69479	168155
YNCG0013W	NC_001139.9	345986	346230	+	245	69861	168630
YGL087C	NC_001139.9;NC_001139.9	346406;346894	346808;346904	-;-	414	182	1457
YGL086W	NC_001139.9	347119	349368	+	2250	829	2674
YGL085W	NC_001139.9	349616	350440	+	825	389	1762
YGL084C	NC_001139.9	350616	352298	-	1683	780	2156
YGL083W	NC_001139.9	353058	355472	+	2415	179	797
YGL082W	NC_001139.9	355827	356972	+	1146	808	2889
YGL081W	NC_001139.9	357377	358339	+	963	40	309
YGL080W	NC_001139.9	358636	359028	+	393	206	1019
YGL079W	NC_001139.9	359444	360100	+	657	157	491
YGL078C	NC_001139.9	360288	361859	-	1572	919	6166
YGL077C	NC_001139.9	362225	363916	-	1692	1215	5062
YGL076C	NC_001139.9;NC_001139.9;NC_001139.9	364335;365433;365986	364964;365526;365996	-;-;-	735	10407	35522
YNCG0014C	NC_001139.9	365163	365251	-	89	636	3626
YNCG0015C	NC_001139.9	366374	366469	-	96	1082	6611
YGL075C	NC_001139.9	366925	368088	-	1164	161	585
YGL073W	NC_001139.9	368753	371254	+	2502	429	3381
YGL071W	NC_001139.9	372012	374084	+	2073	210	1475
YGL070C	NC_001139.9	374459	374827	-	369	454	2067
YGL068W	NC_001139.9	375087	375671	+	585	3058	6498
YGL067W	NC_001139.9	376101	377255	+	1155	685	2375
YGL066W	NC_001139.9	377609	379582	+	1974	199	1605
YGL065C	NC_001139.9	379760	381271	-	1512	293	1122
YGL064C	NC_001139.9	381523	383208	-	1686	107	364
YGL063W	NC_001139.9	383654	384766	+	1113	543	2967
YGL062W	NC_001139.9	385196	388732	+	3537	2630	12131
YGL061C	NC_001139.9	388968	389711	-	744	167	681
YGL060W	NC_001139.9	390065	391990	+	1926	483	1727
YGL059W	NC_001139.9	392223	393698	+	1476	135	764
YGL058W	NC_001139.9	393986	394504	+	519	1394	4046
YGL057C	NC_001139.9	394966	395829	-	864	87	855
YGL056C	NC_001139.9	396035	397618	-	1584	331	3086
YGL055W	NC_001139.9	398628	400160	+	1533	5891	44272
YGL054C	NC_001139.9	400871	401287	-	417	1079	6195
YNCG0016C	NC_001139.9	401527	401598	-	72	24121	61395
YGL053W	NC_001139.9	402589	403302	+	714	249	1258
YGL051W	NC_001139.9	403687	404391	+	705	165	700
YNCG0017W	NC_001139.9	405470	405541	+	72	286	258
YGL050W	NC_001139.9	405776	406597	+	822	290	1224
YGL049C	NC_001139.9	406860	409604	-	2745	708	4055
YGL048C	NC_001139.9	410069	411286	-	1218	2222	10481
YGL047W	NC_001139.9	411552	412160	+	609	562	593
YNCG0018C	NC_001139.9	412294	412367	-	74	585	567
YGL045W	NC_001139.9	414102	415730	+	1629	70	1581
YGL044C	NC_001139.9	416146	417036	-	891	576	2655
YGL043W	NC_001139.9	417483	418412	+	930	983	4900
YGL041C-B	NC_001139.9	418704	418886	-	183	24	209
YGL041W-A	NC_001139.9	418825	419289	+	465	144	1141
YGL040C	NC_001139.9	419527	420555	-	1029	1535	3537
YNCG0019W	NC_001139.9;NC_001139.9	423092;423162	423129;423205	+;+	82	6129	16420
YGL039W	NC_001139.9	423961	425007	+	1047	577	2006
YGL038C	NC_001139.9	425362	426804	-	1443	487	1949
YGL037C	NC_001139.9	427297	427947	-	651	1167	12684
YGL036W	NC_001139.9	428601	431330	+	2730	398	1506
YGL035C	NC_001139.9	431548	433062	-	1515	211	1403
YGL034C	NC_001139.9	433214	433579	-	366	5	22
YGL033W	NC_001139.9;NC_001139.9;NC_001139.9	435625;435750;436375	435679;436312;436401	+;+;+	645	8	43
YGL032C	NC_001139.9	436570	436833	-	264	33	246
YGL031C	NC_001139.9	437467	437934	-	468	4385	20658
YGL030W	NC_001139.9;NC_001139.9	439091;439324	439093;439638	+;+	318	10729	21166
YGL029W	NC_001139.9	440063	440425	+	363	425	2024
YNCG0020C	NC_001139.9;NC_001139.9	440716;440771	440751;440807	-;-	73	1536	2081
YGL028C	NC_001139.9	441281	442909	-	1629	750	5172
YGL027C	NC_001139.9	443642	446143	-	2502	2918	5108
YGL026C	NC_001139.9	446412	448535	-	2124	7139	15633
YGL025C	NC_001139.9	448764	449957	-	1194	122	2036
YGL023C	NC_001139.9	450197	452104	-	1908	935	3379
YGL022W	NC_001139.9	452404	454560	+	2157	3311	11148
YGL021W	NC_001139.9	454785	457067	+	2283	610	3581
YGL020C	NC_001139.9	457163	457870	-	708	1032	2975
YGL019W	NC_001139.9	458156	458992	+	837	1299	5199
YGL018C	NC_001139.9	459110	459664	-	555	33	308
YGL017W	NC_001139.9	459854	461365	+	1512	815	2926
YGL016W	NC_001139.9	461666	464911	+	3246	2933	3563
YGL015C	NC_001139.9	465043	465435	-	393	106	119
YGL014W	NC_001139.9	466141	468807	+	2667	401	2152
YGL013C	NC_001139.9	469092	472298	-	3207	733	4758
YGL012W	NC_001139.9	472855	474276	+	1422	7553	18291
YGL011C	NC_001139.9	474489	475247	-	759	784	4149
YGL010W	NC_001139.9	475545	476069	+	525	85	298
YGL009C	NC_001139.9	476313	478652	-	2340	14521	52326
YGL008C	NC_001139.9	479910	482666	-	2757	55468	664341
YGL007C-A	NC_001139.9	482941	483027	-	87	1	23
YGL007W	NC_001139.9	483260	483637	+	378	18	218
YGL006W-A	NC_001139.9	485423	485533	+	111	10	35
YGL006W	NC_001139.9	485921	489442	+	3522	1840	10951
YGL005C	NC_001139.9	489708	490547	-	840	266	1018
YGL004C	NC_001139.9	490703	491956	-	1254	383	1259
YGL003C	NC_001139.9	492474	494174	-	1701	424	1041
YGL002W	NC_001139.9	494517	495167	+	651	577	1656
YGL001C	NC_001139.9	495453	496502	-	1050	2093	3675
YGR001C	NC_001139.9;NC_001139.9;NC_001139.9	497133;497459;498000	497365;497937;498034	-;-;-	747	417	2153
YGR002C	NC_001139.9	498476	499906	-	1431	137	1482
YGR003W	NC_001139.9	500132	502366	+	2235	665	2875
YGR004W	NC_001139.9	502938	504326	+	1389	467	1711
YGR005C	NC_001139.9	504657	505859	-	1203	440	2578
YGR006W	NC_001139.9	506070	506825	+	756	63	989
YGR007W	NC_001139.9	506969	507940	+	972	1037	4012
YGR008C	NC_001139.9	508110	508364	-	255	199	2597
YGR009C	NC_001139.9	509047	511002	-	1956	324	2638
YGR010W	NC_001139.9	511545	512732	+	1188	323	1921
YGR012W	NC_001139.9	513159	514340	+	1182	472	1538
YGR013W	NC_001139.9	514554	516416	+	1863	518	3578
YGR014W	NC_001139.9	516943	520863	+	3921	1024	4036
YGR015C	NC_001139.9	521090	522076	-	987	99	436
YGR016W	NC_001139.9	522261	522833	+	573	88	256
YGR017W	NC_001139.9	523787	524680	+	894	1054	4059
YGR018C	NC_001139.9	524365	524694	-	330	591	2054
YGR019W	NC_001139.9	525229	526644	+	1416	646	3604
YGR020C	NC_001139.9	526973	527329	-	357	1620	7642
YGR021W	NC_001139.9	527632	528504	+	873	460	1665
YGR023W	NC_001139.9	529264	530919	+	1656	28	392
YNCG0021W	NC_001139.9	531610	531681	+	72	2207	5601
YGR024C	NC_001139.9	531883	532596	-	714	855	2375
YGR025W	NC_001139.9	532639	532941	+	303	40	51
YGR026W	NC_001139.9	532985	533821	+	837	237	1211
YGR027C	NC_001139.9	534132	534458	-	327	23648	69238
YGR027W-B	NC_001139.9	536057	541325	+	5269	26449	18547
YGR027W-A	NC_001139.9	536057	537379	+	1323	3069	5457
YNCG0022W	NC_001139.9	541850	541921	+	72	17050	42411
YGR028W	NC_001139.9	542203	543291	+	1089	791	1898
YGR029W	NC_001139.9;NC_001139.9	543553;543722	543638;544205	+;+	570	1403	4398
YNCG0023C	NC_001139.9	544577	544648	-	72	2202	5568
YNCG0024W	NC_001139.9	545370	545566	+	197	10682	27217
YGR030C	NC_001139.9	545681	546157	-	477	104	767
YGR031W	NC_001139.9	546441	547469	+	1029	944	4374
YGR031C-A	NC_001139.9	546809	547300	-	492	536	2510
YGR032W	NC_001139.9	548264	553951	+	5688	1685	16732
YGR033C	NC_001139.9	554248	554967	-	720	588	2793
YGR034W	NC_001139.9;NC_001139.9	555812;556308	555830;556672	+;+	384	9219	26686
YGR035C	NC_001139.9	557072	557422	-	351	37	58
YGR035W-A	NC_001139.9	557565	557786	+	222	151	751
YGR036C	NC_001139.9	558149	558868	-	720	202	1052
YGR037C	NC_001139.9	559731	559994	-	264	785	3216
YGR038W	NC_001139.9	560682	561350	+	669	281	780
YNCG0025C	NC_001139.9	561662	561743	-	82	2023	6600
YGR038C-B	NC_001139.9	562199	567467	-	5269	13389	13816
YGR038C-A	NC_001139.9	566145	567467	-	1323	2190	4402
YGR039W	NC_001139.9	574888	575199	+	312	20	77
YGR040W	NC_001139.9	575398	576504	+	1107	308	2187
YGR041W	NC_001139.9	577487	579130	+	1644	278	2549
YGR042W	NC_001139.9	579476	580291	+	816	196	932
YGR043C	NC_001139.9	580435	581436	-	1002	52	4520
YGR044C	NC_001139.9	582990	583892	-	903	1199	5957
YGR045C	NC_001139.9	583934	584296	-	363	46	185
YGR046W	NC_001139.9	584895	586052	+	1158	414	1473
YGR047C	NC_001139.9	586392	589469	-	3078	1171	2832
YGR048W	NC_001139.9	589826	590911	+	1086	862	3252
YGR049W	NC_001139.9	591314	591877	+	564	59	932
YGR050C	NC_001139.9	592086	592442	-	357	45	487
YGR052W	NC_001139.9	593596	594705	+	1110	3	1038
YGR053C	NC_001139.9	594986	595837	-	852	54	113
YGR054W	NC_001139.9	596693	598621	+	1929	697	5080
YGR055W	NC_001139.9	599417	601141	+	1725	1421	8551
YGR056W	NC_001139.9	601661	604447	+	2787	204	790
YGR057C	NC_001139.9	604773	605501	-	729	184	667
YGR058W	NC_001139.9	606136	607143	+	1008	53	476
YGR059W	NC_001139.9	607563	609101	+	1539	9	43
YNCG0026W	NC_001139.9	609584	609696	+	113	14280	36191
YGR060W	NC_001139.9	610564	611493	+	930	1581	6834
YGR061C	NC_001139.9	611889	615965	-	4077	13615	33474
YGR062C	NC_001139.9	616328	617278	-	951	317	1581
YGR063C	NC_001139.9	617516	617824	-	309	331	1511
YGR065C	NC_001139.9	618077	619858	-	1782	721	1232
YGR066C	NC_001139.9	620921	621799	-	879	15	290
YGR067C	NC_001139.9	622372	624786	-	2415	14	149
YGR068C	NC_001139.9	625324	627084	-	1761	93	721
YGR070W	NC_001139.9	627806	631273	+	3468	196	1451
YGR071C	NC_001139.9	631481	634063	-	2583	364	1361
YGR072W	NC_001139.9	634304	635467	+	1164	239	1704
YGR074W	NC_001139.9	635712	636152	+	441	261	1244
YGR075C	NC_001139.9	636147	636875	-	729	290	1184
YGR076C	NC_001139.9	637104	637577	-	474	76	251
YGR077C	NC_001139.9	637744	639513	-	1770	240	3260
YGR078C	NC_001139.9	639772	640371	-	600	508	4183
YGR079W	NC_001139.9	640720	641832	+	1113	451	3321
YGR080W	NC_001139.9	642010	643008	+	999	149	1035
YGR081C	NC_001139.9	643148	643780	-	633	866	6400
YGR082W	NC_001139.9	644044	644595	+	552	466	1787
YGR083C	NC_001139.9	644860	646815	-	1956	645	3275
YGR084C	NC_001139.9	647123	648142	-	1020	242	1485
YGR085C	NC_001139.9	648383	648907	-	525	9888	42782
YGR086C	NC_001139.9	649598	650617	-	1020	2586	29830
YGR087C	NC_001139.9	651290	652981	-	1692	14	333
YGR088W	NC_001139.9	654634	656322	+	1689	82	5580
YGR089W	NC_001139.9	656960	659770	+	2811	237	1890
YNCG0027W	NC_001139.9	661749	661820	+	72	227	195
YGR090W	NC_001139.9	662358	666071	+	3714	2052	9370
YGR091W	NC_001139.9	666341	667825	+	1485	228	1041
YGR092W	NC_001139.9	668189	669907	+	1719	802	4288
YGR093W	NC_001139.9	670388	671911	+	1524	532	2357
YGR094W	NC_001139.9	672186	675500	+	3315	12904	34999
YGR095C	NC_001139.9	675671	676342	-	672	136	1294
YGR096W	NC_001139.9	676621	677565	+	945	159	1128
YGR097W	NC_001139.9	678695	682135	+	3441	224	2157
YGR098C	NC_001139.9	682566	687458	-	4893	604	2791
YGR099W	NC_001139.9	687899	689965	+	2067	586	1829
YGR100W	NC_001139.9	690245	693097	+	2853	1259	3080
YGR101W	NC_001139.9	693363	694403	+	1041	538	1551
YGR102C	NC_001139.9	694584	695135	-	552	87	722
YGR103W	NC_001139.9	695417	697234	+	1818	8543	19626
YGR104C	NC_001139.9	697445	698368	-	924	190	1629
YGR105W	NC_001139.9	698599	698832	+	234	295	1735
YGR106C	NC_001139.9	698989	699786	-	798	2859	8392
YNCG0028W	NC_001139.9	700675	700756	+	82	1789	1258
YNCG0029C	NC_001139.9;NC_001139.9	700953;701012	700988;701048	-;-	73	451	866
YGR108W	NC_001139.9	703636	705051	+	1416	853	2727
YGR109C	NC_001139.9	705359	706501	-	1143	55	101
YNCG0030C	NC_001139.9	707108	707179	-	72	646	1026
YGR109W-B	NC_001139.9	707610	712254	+	4645	324	2115
YGR109W-A	NC_001139.9	707610	708482	+	873	174	1014
YGR110W	NC_001139.9	713709	715046	+	1338	77	1163
YGR111W	NC_001139.9	715828	717030	+	1203	537	1931
YGR112W	NC_001139.9	717358	718527	+	1170	68	330
YGR113W	NC_001139.9	718893	719924	+	1032	314	1968
YGR116W	NC_001139.9	720409	724764	+	4356	4346	9685
YGR117C	NC_001139.9	725049	726479	-	1431	449	1632
YGR118W	NC_001139.9;NC_001139.9	726974;727358	727038;727730	+;+	438	44492	81913
YGR119C	NC_001139.9	728046	729671	-	1626	3380	11510
YGR120C	NC_001139.9	730033	730821	-	789	78	671
YNCG0031W	NC_001139.9	731137	731210	+	74	55	35
YGR121C	NC_001139.9	731449	732927	-	1479	223	1803
YGR121W-A	NC_001139.9	733412	733627	+	216	13	50
YGR122W	NC_001139.9	733935	735143	+	1209	143	924
YNCG0032W	NC_001139.9	736340	736411	+	72	62	104
YGR123C	NC_001139.9	736662	738203	-	1542	3406	6789
YNCG0033W	NC_001139.9	739122	739195	+	74	41	63
YGR124W	NC_001139.9	739944	741662	+	1719	15998	35314
YGR125W	NC_001139.9	742325	745435	+	3111	1025	3924
YGR126W	NC_001139.9	745835	746527	+	693	29	1062
YGR127W	NC_001139.9	746798	747736	+	939	71	1151
YGR128C	NC_001139.9	747950	750091	-	2142	911	5341
YGR129W	NC_001139.9	750400	751047	+	648	213	1468
YGR130C	NC_001139.9	751394	753844	-	2451	622	6915
YGR131W	NC_001139.9	754726	755250	+	525	78	361
YGR132C	NC_001139.9	755589	756452	-	864	2913	5292
YGR133W	NC_001139.9	756896	757447	+	552	130	700
YGR134W	NC_001139.9	757770	761138	+	3369	1246	4322
YGR135W	NC_001139.9	761392	762168	+	777	2862	11459
YGR136W	NC_001139.9	762428	763153	+	726	718	10165
YGR138C	NC_001139.9	763762	765606	-	1845	205	45269
YGR140W	NC_001139.9	767429	770299	+	2871	292	2044
YGR141W	NC_001139.9	770569	771972	+	1404	930	2236
YGR142W	NC_001139.9	772454	773686	+	1233	377	1285
YNCG0034W	NC_001139.9	774349	774421	+	73	165	139
YGR143W	NC_001139.9	775193	777508	+	2316	876	6684
YNCG0035W	NC_001139.9	779616	779687	+	72	3843	8998
YGR144W	NC_001139.9	780399	781379	+	981	51	1569
YGR145W	NC_001139.9	781767	783890	+	2124	620	3688
YGR146C	NC_001139.9	784223	784858	-	636	102	239
YGR146C-A	NC_001139.9	785276	785437	-	162	10	76
YGR147C	NC_001139.9	786054	786920	-	867	1450	3719
YGR148C	NC_001139.9	787312	787779	-	468	6262	17953
YGR149W	NC_001139.9	789031	790329	+	1299	53	351
YGR150C	NC_001139.9	790459	793053	-	2595	594	1220
YNCG0036W	NC_001139.9	794417	794489	+	73	2740	19031
YGR152C	NC_001139.9	794674	795492	-	819	800	2720
YGR153W	NC_001139.9	796092	796745	+	654	201	377
YGR154C	NC_001139.9	796798	797868	-	1071	215	701
YGR155W	NC_001139.9	798543	800066	+	1524	4489	13926
YGR156W	NC_001139.9	800546	801823	+	1278	131	268
YGR157W	NC_001139.9	802440	805049	+	2610	6870	10952
YGR158C	NC_001139.9	805269	806021	-	753	213	1466
YGR159C	NC_001139.9	806412	807656	-	1245	6791	57313
YGR161C	NC_001139.9	808629	809420	-	792	60	1670
YGR161W-C	NC_001139.9	810227	810505	+	279	51	218
YGR161W-B	NC_001139.9	811738	817051	+	5314	4825	4976
YGR161W-A	NC_001139.9	811738	813054	+	1317	361	995
YGR161C-D	NC_001139.9	817747	823015	-	5269	12271	14120
YGR161C-C	NC_001139.9	821693	823015	-	1323	2128	4390
YNCG0037W	NC_001139.9	823482	823555	+	74	587	362
YGR162W	NC_001139.9	824059	826917	+	2859	5299	23870
YGR163W	NC_001139.9	827552	828577	+	1026	608	2571
YGR164W	NC_001139.9	828625	828960	+	336	315	443
YNCG0038C	NC_001139.9	828723	828794	-	72	285	288
YGR165W	NC_001139.9	829116	830153	+	1038	1021	2448
YGR166W	NC_001139.9	830515	832197	+	1683	357	3062
YGR167W	NC_001139.9	832456	833157	+	702	927	3254
YGR168C	NC_001139.9	833352	834482	-	1131	439	1114
YGR169C	NC_001139.9	834689	835903	-	1215	314	1064
YGR169C-A	NC_001139.9	836387	836665	-	279	175	1469
YGR170W	NC_001139.9	837142	840558	+	3417	526	2613
YGR171C	NC_001139.9	840824	842551	-	1728	332	1137
YGR172C	NC_001139.9	842845	843591	-	747	378	1107
YGR173W	NC_001139.9	843854	844960	+	1107	1470	5303
YNCG0039W	NC_001139.9	845649	845719	+	71	546	749
YGR174C	NC_001139.9	845893	846405	-	513	282	868
YGR174W-A	NC_001139.9	846655	846741	+	87	4	39
YGR175C	NC_001139.9	846933	848423	-	1491	12160	40060
YGR177C	NC_001139.9	848829	850436	-	1608	1050	2171
YGR178C	NC_001139.9	851047	853215	-	2169	4867	20050
YGR179C	NC_001139.9	853675	854895	-	1221	262	1475
YGR180C	NC_001139.9	855264	856301	-	1038	6366	25243
YNCG0040C	NC_001139.9;NC_001139.9	857378;857454	857421;857491	-;-	82	6047	16461
YGR181W	NC_001139.9	858287	858604	+	318	99	734
YGR183C	NC_001139.9;NC_001139.9	859063;859474	859260;859476	-;-	201	115	1873
YGR184C	NC_001139.9	859901	865753	-	5853	2481	10147
YGR185C	NC_001139.9	866336	867520	-	1185	962	3725
YGR186W	NC_001139.9	867774	869981	+	2208	2035	8814
YGR187C	NC_001139.9	870232	871416	-	1185	1058	2463
YGR188C	NC_001139.9	872044	875109	-	3066	314	853
YNCG0041W	NC_001139.9	876394	876466	+	73	519	1064
YGR189C	NC_001139.9	876669	878192	-	1524	1802	10685
YNCG0042C	NC_001139.9;NC_001139.9	878710;878780	878745;878815	-;-	72	2391	3267
YGR191W	NC_001139.9	880420	882231	+	1812	1386	6988
YGR192C	NC_001139.9	882812	883810	-	999	84529	360427
YGR193C	NC_001139.9	884509	885741	-	1233	390	2866
YGR194C	NC_001139.9	886073	887875	-	1803	418	1256
YGR195W	NC_001139.9	888882	889622	+	741	157	1295
YGR196C	NC_001139.9	889733	892186	-	2454	293	1269
YGR197C	NC_001139.9	892497	894140	-	1644	303	2238
YGR198W	NC_001139.9	894693	897146	+	2454	682	6713
YGR199W	NC_001139.9	897502	899781	+	2280	1531	3443
YGR200C	NC_001139.9	899904	902270	-	2367	4627	14388
YGR201C	NC_001139.9	902520	903197	-	678	203	1296
YGR202C	NC_001139.9	903474	904748	-	1275	611	5808
YGR203W	NC_001139.9	905237	905683	+	447	139	990
YGR204W	NC_001139.9	905934	908774	+	2841	5470	15230
YGR204C-A	NC_001139.9	909061	909174	-	114	43	36
YGR205W	NC_001139.9	909213	910085	+	873	230	495
YGR206W	NC_001139.9	910432	910737	+	306	141	506
YGR207C	NC_001139.9	910843	911628	-	786	324	1592
YGR208W	NC_001139.9	911883	912812	+	930	1562	3595
YGR209C	NC_001139.9	912913	913227	-	315	3395	12675
YGR210C	NC_001139.9	913503	914738	-	1236	3610	10120
YGR211W	NC_001139.9	915241	916701	+	1461	2068	10658
YGR212W	NC_001139.9	917040	918446	+	1407	104	762
YGR213C	NC_001139.9	918512	919465	-	954	73	512
YGR214W	NC_001139.9;NC_001139.9	920575;921120	920664;921788	+;+	759	10839	41928
YGR215W	NC_001139.9	922175	922507	+	333	121	451
YGR216C	NC_001139.9	922633	924462	-	1830	532	2221
YGR217W	NC_001139.9	924696	930815	+	6120	1201	4267
YNCG0043C	NC_001139.9	930953	931023	-	71	576	698
YGR218W	NC_001139.9	932541	935795	+	3255	1913	9871
YGR220C	NC_001139.9	936074	936883	-	810	404	1127
YGR221C	NC_001139.9	937124	938992	-	1869	324	216
YNCG0044C	NC_001139.9	939459	939672	-	214	16883	139136
YNCG0045C	NC_001139.9	939494	939672	-	179	16755	139043
YGR222W	NC_001139.9	939923	940804	+	882	300	713
YGR223C	NC_001139.9	940869	942215	-	1347	678	2851
YGR224W	NC_001139.9	942806	944647	+	1842	143	1068
YGR225W	NC_001139.9;NC_001139.9	945145;946421	946327;947019	+;+	1782	9	74
YGR227W	NC_001139.9	947420	948997	+	1578	213	805
YGR227C-A	NC_001139.9	949052	949225	-	174	61	183
YGR229C	NC_001139.9	949382	950899	-	1518	2453	10858
YGR230W	NC_001139.9	951894	952307	+	414	66	837
YGR231C	NC_001139.9	952548	953480	-	933	1709	3618
